run,package,interval,language,exec_time,num_clients,cpu_percentage,memory_usage
2024-11-26 12:45:56.969,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:45:57.195,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:45:57.419,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:45:57.644,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:45:57.868,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:45:58.093,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:45:58.317,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:45:58.541,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:45:58.766,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:45:58.989,run_12_repetition_2,,,py,180,1,10.0,42074112
2024-11-26 12:45:59.214,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:45:59.438,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:45:59.664,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:45:59.887,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:00.111,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:00.335,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:00.558,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:00.782,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:01.007,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:01.237,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:01.473,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:01.704,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:01.927,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:02.161,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:02.395,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:02.630,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:02.852,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:03.075,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:03.309,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:03.534,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:03.758,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:03.983,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:04.213,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:04.447,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:04.683,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:04.907,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:05.131,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:05.356,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:05.590,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:05.824,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:06.058,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:06.282,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:06.508,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:06.742,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:06.975,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:07.212,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:07.446,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:07.682,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:07.916,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:08.142,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:08.366,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:08.590,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:08.813,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:09.037,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:09.267,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:09.490,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:09.714,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:09.937,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:10.160,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:10.385,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:10.608,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:10.831,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:11.055,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:11.282,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:11.504,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:11.727,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:11.950,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:12.173,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:12.396,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:12.618,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:12.842,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:13.065,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:13.293,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:13.528,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:13.764,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:14.000,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:14.234,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:14.469,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:14.703,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:14.936,run_12_repetition_2,,,py,180,1,10.0,42074112
2024-11-26 12:46:15.168,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:15.393,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:15.616,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:15.840,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:16.063,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:16.287,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:16.512,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:16.736,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:16.961,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:17.186,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:17.409,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:17.632,run_12_repetition_2,,,py,180,1,10.0,42074112
2024-11-26 12:46:17.857,run_12_repetition_2,,,py,180,1,10.0,42074112
2024-11-26 12:46:18.081,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:18.306,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:18.530,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:18.755,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:18.978,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:19.201,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:19.424,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:19.648,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:19.872,run_12_repetition_2,,,py,180,1,0.0,42074112
2024-11-26 12:46:20.096,run_12_repetition_2,,,py,180,1,0.0,42074112
